score,SMILES,Name,idx,cycle
0.97,O=C(NC(=O)[C@H]1COC[C@@H](O)C1)C1=NO[C@@H](CO)C1,34929313_104693398,105,0
0.97,O=C1CC[C@H](C(=O)NCCN2CCCCO2)O1,20441340_4262240,105,0
0.969,Nc1cncc(C(=O)NCc2cn3cnnc3cn2)n1,575483426_39083038,105,0
0.969,O=C(NCC12CC(CO)(CO1)C2)c1cc(=O)[nH]cn1,685939337_2164507,105,0
0.969,CN1C[C@@H](C(=O)NCCN2CCCCO2)CC1=O,20441340_3643329,105,0
0.969,Nc1cncc(C(=O)NCCCn2cnnc2)n1,2598092_39083038,105,0
0.969,CN1CCC[C@@H](NC(=O)c2cn[nH]c(=O)c2)C1=O,34425126_20357820,105,0
0.969,O=C1NC[C@H]2[C@@H]1[C@@H]2C(=O)NC1CCN(CCO)CC1,22178285_259505376,105,0
0.969,COCc1nc(CNC(=O)c2cnc(N)o2)no1,16944101_38537161,105,0
0.969,C[C@@H](NC(=O)[C@H]1CC(=O)CCN1)C(=O)NCCCO,36984431_2244284,105,0
0.969,O=C1CN(CCNC(=O)[C@@H]2[C@H]3CNC(=O)[C@H]32)CCN1,22219288_259505376,105,0
0.968,O=C1CCN(C(=O)CNC(=O)[C@@H]2CCNC(=O)C2)C1,79390754_75772198,105,0
0.967,O=C1NC[C@H]2[C@@H]1[C@@H]2C(=O)N[C@@H]1CCc2nnnn2C1,18554993_259505376,105,0
0.966,C[C@H]1CC(=O)N[C@@H]1C(=O)NCc1cn2cnnc2cn1,575483426_4897355,105,0
0.966,Nc1cc(C(=O)NCc2cn3cnnc3cn2)ncn1,575483426_1690820,105,0
1.037,COCc1nc(CNC(=O)c2cn[nH]c(=O)c2)no1,16944101_20357820,105,1
1.033,COCc1nc(CNC(=O)c2cncc(=O)[nH]2)no1,16944101_22000491,105,1
1.027,O=C1C[C@H](C(=O)NCc2cn3cnnc3cn2)CCN1,575483426_75772198,105,1
1.025,CN(C)CCNC(=O)CNC(=O)c1cn[nH]c(=O)c1,1704465_20357820,105,1
1.024,O=C1C[C@H](C(=O)NC2CC3(CNC(=O)C3)C2)CCN1,606301325_75772198,105,1
1.024,COCc1nc(CNC(=O)c2cncc(N)n2)no1,16944101_39083038,105,1
1.023,O=C1C[C@@H](C(=O)NCc2cn3cnnc3cn2)CCN1,575483426_75772201,105,1
1.023,COCc1nc(CNC(=O)[C@@H]2CC(=O)CCO2)no1,16944101_32218289,105,1
1.02,COCc1nc(CNC(=O)c2cc(=O)[nH]cn2)no1,16944101_2164507,105,1
1.019,N#CN1CC[C@@H](CNC(=O)[C@@H]2CC(=O)CCO2)C1,575459497_32218289,105,1
1.015,COCc1nc(CNC(=O)c2cnnc(N)c2)no1,16944101_82837321,105,1
1.011,COCc1nc(CNC(=O)c2ccnc(N)n2)no1,16944101_1690675,105,1
1.008,N#CN1CC[C@@H](CNC(=O)[C@H]2CCNC(=O)C2)C1,575459497_75772201,105,1
1.006,O=C1C[C@@H](C(=O)NC2CC3(CNC(=O)C3)C2)CCN1,606301325_75772201,105,1
1.004,COCc1nc(CNC(=O)[C@@H]2[C@H]3CNC(=O)[C@H]32)no1,16944101_259505376,105,1
1.003,COCc1nc(CNC(=O)c2cc(N)ncn2)no1,16944101_1690820,105,1
1.002,COc1cc(CNC(=O)c2cncc(N)n2)ncn1,83267585_39083038,105,1
0.998,O=C1CC2(CN1)CC(NC(=O)[C@@H]1[C@H]3CNC(=O)[C@H]31)C2,606301325_259505376,105,1
0.997,O=C(NC1CCN(CCO)CC1)c1cncc(=O)[nH]1,22178285_22000491,105,1
0.997,O=C1CC2(CN1)CC(NC(=O)[C@H]1CCCC(=O)N1)C2,606301325_2512949,105,1
0.996,O=C1CCO[C@H](C(=O)NC2CC3(CNC(=O)C3)C2)C1,606301325_32218289,105,1
0.993,COCc1nc(CNC(=O)[C@H]2CC(=O)N(C)C2)no1,16944101_3643329,105,1
0.992,COCc1nc(CNC(=O)[C@H]2[C@@H]3CN(C)C[C@@H]32)no1,16944101_250552188,105,1
0.991,COCc1nc(CNC(=O)c2[nH]c(=O)oc2C)no1,16944101_84233009,105,1
0.99,N#CN1CC[C@@H](CNC(=O)[C@@H]2CCNC(=O)C2)C1,575459497_75772198,105,1
0.99,O=C1CCN(CC(=O)NC2CC3(CNC(=O)C3)C2)C1,606301325_22015613,105,1
0.988,CN1C[C@H](CNC(=O)[C@@H]2CCNC(=O)C2)OCC1=O,11884224_75772198,105,1
0.988,O=C(NCCCn1cnnc1)c1cn[nH]c(=O)c1,2598092_20357820,105,1
0.987,O=C1C[C@@H](C(=O)NC(=O)C2=NO[C@H](CO)C2)CCN1,34929315_75772201,105,1
0.986,O=C1C[C@@H](C(=O)NCc2cc[nH]c(=O)c2)CCN1,20443026_75772201,105,1
0.986,O=C(NCc1cn2cnnc2cn1)[C@H]1COC[C@@H](O)C1,575483426_104693398,105,1
0.985,O=C(NCc1cn2cnnc2cn1)[C@@H]1[C@H]2CNC(=O)[C@H]21,575483426_259505376,105,1
0.985,O=C1C[C@@H](C(=O)NCCN2CCC[C@@H](O)C2)CCN1,32445490_75772201,105,1
0.985,COc1cc(CNC(=O)c2cc(N)ncn2)ncn1,83267585_1690820,105,1
0.984,C[C@@H]1C[C@H](CNC(=O)[C@H]2CCNC(=O)C2)CC(=O)N1,258570134_75772201,105,1
0.982,COCc1nc(CNC(=O)c2c[n+](C)ccn2)no1,16944101_6933188,105,1
0.981,COCc1nc(CNC(=O)C2[C@H]3COC[C@@H]23)no1,16944101_38887530,105,1
0.981,O=C(NCc1nc(CO)n[nH]1)[C@@H]1[C@H]2CNC(=O)[C@H]21,521398993_259505376,105,1
0.981,COCc1nc(CNC(=O)[C@H]2[C@@H]3COC[C@@H]32)no1,16944101_102237175,105,1
0.981,O=C1C[C@@H](C(=O)NCCN2CCNC(=O)C2)CCN1,22219288_75772201,105,1
0.981,O=C(NCC12CC(CO)(CO1)C2)c1cn[nH]c(=O)c1,685939337_20357820,105,1
0.981,O=C(NCCCn1cnnc1)c1cncc(=O)[nH]1,2598092_22000491,105,1
0.98,O=C1CC2(CN1)CC(NC(=O)[C@H]1COC[C@@H](O)C1)C2,606301325_104693398,105,1
0.98,COCc1nc(CNC(=O)C2[C@@H]3COC[C@@H]23)no1,16944101_100008582,105,1
0.98,COCc1nc(CNC(=O)[C@@H]2[C@@H]3COC[C@@H]32)no1,16944101_100145351,105,1
0.98,COC(=O)CNC(=O)CNC(=O)c1cc(N)ncn1,2168344_1690820,105,1
0.98,COCc1nc(CNC(=O)C2[C@H]3COC[C@H]23)no1,16944101_100008578,105,1
0.979,Cn1ncc(CNC(=O)[C@H]2CCNC(=O)C2)cc1=O,211705296_75772201,105,1
0.979,O=C(NCc1cn2cnnc2cn1)c1cc(=O)[nH]cn1,575483426_2164507,105,1
0.978,CN(C)CCNC(=O)CNC(=O)[C@@H]1[C@H]2CNC(=O)[C@H]21,1704465_259505376,105,1
0.978,C[C@@H](NC(=O)c1cn[nH]c(=O)c1)C(=O)NCCCO,36984431_20357820,105,1
0.978,CN(C)CCNC(=O)CNC(=O)c1cc(=O)[nH]cn1,1704465_2164507,105,1
0.977,O=C1CC2(CN1)CC(NC(=O)[C@H]1CNNC(=O)C1)C2,606301325_96029641,105,1
0.977,N#CN1CC[C@@H](CNC(=O)[C@@H]2CNNC(=O)C2)C1,575459497_96029640,105,1
0.977,COc1cc(CNC(=O)[C@@H]2[C@H]3CNC(=O)[C@H]32)ncn1,83267585_259505376,105,1
0.976,O=C(NC[C@@H]1CO[C@@H](CO)CO1)[C@@H]1[C@H]2CNC(=O)[C@H]21,1875388930_259505376,105,1
0.976,Cc1nc(CNC(=O)[C@@H]2CCNC(=O)C2)cc(=O)[nH]1,19093399_75772198,105,1
0.976,O=C(NCCN1CCCCO1)[C@@H]1[C@H]2CNC(=O)[C@H]21,20441340_259505376,105,1
0.976,CN1C[C@H](CNC(=O)[C@H]2CCNC(=O)C2)OCC1=O,11884224_75772201,105,1
0.976,O=C(NCCCOC1COC1)c1cn[nH]c(=O)c1,108366070_20357820,105,1
0.975,COCc1nc(CNC(=O)c2cc(=O)n(C)[nH]2)no1,16944101_100502493,105,1
0.975,Cn1ccc(CNC(=O)[C@@H]2[C@H]3CNC(=O)[C@H]32)n1,2559427_259505376,105,1
0.974,O=C(NCCSc1nnc[nH]1)c1cn[nH]c(=O)c1,11851223_20357820,105,1
0.974,O=C(NC(=O)c1cn[nH]c(=O)c1)C1=NO[C@H](CO)C1,34929315_20357820,105,1
0.974,COCc1nc(CNC(=O)c2ccn(CO)n2)no1,16944101_2537616,105,1
0.973,Nc1cncc(C(=O)NCC23CC(CO)(CO2)C3)n1,685939337_39083038,105,1
0.973,O=C1CC2(CN1)CC(NC(=O)CN1CC[C@H](O)C1)C2,606301325_26895503,105,1
0.973,CN(C)CCNC(=O)CNC(=O)c1c[nH]c(=O)o1,1704465_144785280,105,1
0.973,O=C1CC2(CN1)CC(NC(=O)C[C@@H]1CCC(=O)N1)C2,606301325_5188208,105,1
0.973,C[n+]1ccnc(C(=O)NC(=O)c2cncc(=O)[nH]2)c1,3177932_22000491,105,1
0.973,O=C(N[C@@H]1C[C@@H]2COC[C@@H]21)c1cn[nH]c(=O)c1,306473462_20357820,105,1
0.973,N#CN1CC[C@@H](CNC(=O)[C@H]2COC[C@@H](O)C2)C1,575459497_104693398,105,1
0.973,CN1C[C@@H](C(=O)NC2CC3(CNC(=O)C3)C2)CC1=O,606301325_3643329,105,1
0.973,O=C(NC(=O)c1cncc(=O)[nH]1)C1=NO[C@H](CO)C1,34929315_22000491,105,1
0.973,O=C1C[C@H](CC(=O)NC2CC3(CNC(=O)C3)C2)CN1,606301325_82409537,105,1
0.972,O=C(NCCSc1nnc[nH]1)c1cncc(=O)[nH]1,11851223_22000491,105,1
0.972,C[C@@H](NC(=O)[C@@H]1[C@H]2CNC(=O)[C@H]21)C(=O)NCCCO,36984431_259505376,105,1
0.972,O=C1C[C@@H](C(=O)NCCN2CCCCO2)CCN1,20441340_75772201,105,1
0.972,CCO[C@H]1COC[C@H]1NC(=O)[C@@H]1CCNC(=O)C1,199491402_75772198,105,1
0.972,O=C1NC[C@H]2[C@@H]1[C@@H]2C(=O)NCC12CC(CO)(CO1)C2,685939337_259505376,105,1
0.972,C[C@@H](NC(=O)c1cncc(=O)[nH]1)C(=O)NCCCO,36984431_22000491,105,1
0.971,COC(=O)CNC(=O)CNC(=O)c1[nH]c(=O)oc1C,2168344_84233009,105,1
0.971,O=C(NCc1cn2cnnc2cn1)c1cn[nH]c(=O)c1,575483426_20357820,105,1
0.971,COc1cc(CNC(=O)[C@@H]2CC(=O)CCO2)ncn1,83267585_32218289,105,1
0.971,O=C(NCCOCCOCCO)[C@@H]1[C@H]2CNC(=O)[C@H]21,1672249_259505376,105,1
0.97,O=C(NC(=O)[C@H]1COC[C@@H](O)C1)C1=NO[C@@H](CO)C1,34929313_104693398,105,1
0.97,O=C1CC[C@H](C(=O)NCCN2CCCCO2)O1,20441340_4262240,105,1
0.969,C[C@@H](NC(=O)[C@H]1CC(=O)CCN1)C(=O)NCCCO,36984431_2244284,105,1
0.969,O=C(NCC12CC(CO)(CO1)C2)c1cc(=O)[nH]cn1,685939337_2164507,105,1
0.969,Nc1cncc(C(=O)NCc2cn3cnnc3cn2)n1,575483426_39083038,105,1
0.969,CN1CCC[C@@H](NC(=O)c2cn[nH]c(=O)c2)C1=O,34425126_20357820,105,1
0.969,COCc1nc(CNC(=O)c2cnc(N)o2)no1,16944101_38537161,105,1
0.969,O=C1NC[C@H]2[C@@H]1[C@@H]2C(=O)NC1CCN(CCO)CC1,22178285_259505376,105,1
0.969,Nc1cncc(C(=O)NCCCn2cnnc2)n1,2598092_39083038,105,1
0.969,CN1C[C@@H](C(=O)NCCN2CCCCO2)CC1=O,20441340_3643329,105,1
0.969,O=C1CN(CCNC(=O)[C@@H]2[C@H]3CNC(=O)[C@H]32)CCN1,22219288_259505376,105,1
0.968,O=C1CCN(C(=O)CNC(=O)[C@@H]2CCNC(=O)C2)C1,79390754_75772198,105,1
0.967,O=C1NC[C@H]2[C@@H]1[C@@H]2C(=O)N[C@@H]1CCc2nnnn2C1,18554993_259505376,105,1
0.966,CN1C(=O)CCC[C@@H]1CNC(=O)[C@@H]1CC(=O)CCO1,84426329_32218289,105,1
0.966,CN(C)CCNC(=O)CNC(=O)c1ccnc(N)n1,1704465_1690675,105,1
1.037,COCc1nc(CNC(=O)c2cn[nH]c(=O)c2)no1,16944101_20357820,105,2
1.033,COCc1nc(CNC(=O)c2cncc(=O)[nH]2)no1,16944101_22000491,105,2
1.027,O=C1C[C@H](C(=O)NCc2cn3cnnc3cn2)CCN1,575483426_75772198,105,2
1.025,CN(C)CCNC(=O)CNC(=O)c1cn[nH]c(=O)c1,1704465_20357820,105,2
1.024,O=C1C[C@H](C(=O)NC2CC3(CNC(=O)C3)C2)CCN1,606301325_75772198,105,2
1.024,COCc1nc(CNC(=O)c2cncc(N)n2)no1,16944101_39083038,105,2
1.023,COCc1nc(CNC(=O)[C@@H]2CC(=O)CCO2)no1,16944101_32218289,105,2
1.023,O=C1C[C@@H](C(=O)NCc2cn3cnnc3cn2)CCN1,575483426_75772201,105,2
1.02,COCc1nc(CNC(=O)c2cc(=O)[nH]cn2)no1,16944101_2164507,105,2
1.019,N#CN1CC[C@@H](CNC(=O)[C@@H]2CC(=O)CCO2)C1,575459497_32218289,105,2
1.015,COCc1nc(CNC(=O)c2cnnc(N)c2)no1,16944101_82837321,105,2
1.011,COCc1nc(CNC(=O)c2ccnc(N)n2)no1,16944101_1690675,105,2
1.008,N#CN1CC[C@@H](CNC(=O)[C@H]2CCNC(=O)C2)C1,575459497_75772201,105,2
1.006,O=C1C[C@@H](C(=O)NC2CC3(CNC(=O)C3)C2)CCN1,606301325_75772201,105,2
1.004,COCc1nc(CNC(=O)[C@@H]2[C@H]3CNC(=O)[C@H]32)no1,16944101_259505376,105,2
1.003,COCc1nc(CNC(=O)c2cc(N)ncn2)no1,16944101_1690820,105,2
1.002,COc1cc(CNC(=O)c2cncc(N)n2)ncn1,83267585_39083038,105,2
0.998,O=C1CC2(CN1)CC(NC(=O)[C@@H]1[C@H]3CNC(=O)[C@H]31)C2,606301325_259505376,105,2
0.997,O=C(NC1CCN(CCO)CC1)c1cncc(=O)[nH]1,22178285_22000491,105,2
0.997,O=C1CC2(CN1)CC(NC(=O)[C@H]1CCCC(=O)N1)C2,606301325_2512949,105,2
0.996,O=C1CCO[C@H](C(=O)NC2CC3(CNC(=O)C3)C2)C1,606301325_32218289,105,2
0.993,COCc1nc(CNC(=O)[C@H]2CC(=O)N(C)C2)no1,16944101_3643329,105,2
0.992,COCc1nc(CNC(=O)[C@H]2[C@@H]3CN(C)C[C@@H]32)no1,16944101_250552188,105,2
0.991,COCc1nc(CNC(=O)c2[nH]c(=O)oc2C)no1,16944101_84233009,105,2
0.99,N#CN1CC[C@@H](CNC(=O)[C@@H]2CCNC(=O)C2)C1,575459497_75772198,105,2
0.99,O=C1CCN(CC(=O)NC2CC3(CNC(=O)C3)C2)C1,606301325_22015613,105,2
0.988,CN1C[C@H](CNC(=O)[C@@H]2CCNC(=O)C2)OCC1=O,11884224_75772198,105,2
0.988,O=C(NCCCn1cnnc1)c1cn[nH]c(=O)c1,2598092_20357820,105,2
0.987,O=C1C[C@@H](C(=O)NC(=O)C2=NO[C@H](CO)C2)CCN1,34929315_75772201,105,2
0.986,O=C(NCc1cn2cnnc2cn1)[C@H]1COC[C@@H](O)C1,575483426_104693398,105,2
0.986,O=C1C[C@@H](C(=O)NCc2cc[nH]c(=O)c2)CCN1,20443026_75772201,105,2
0.985,O=C1C[C@@H](C(=O)NCCN2CCC[C@@H](O)C2)CCN1,32445490_75772201,105,2
0.985,O=C(NCc1cn2cnnc2cn1)[C@@H]1[C@H]2CNC(=O)[C@H]21,575483426_259505376,105,2
0.985,COc1cc(CNC(=O)c2cc(N)ncn2)ncn1,83267585_1690820,105,2
0.984,C[C@@H]1C[C@H](CNC(=O)[C@H]2CCNC(=O)C2)CC(=O)N1,258570134_75772201,105,2
0.984,CCN1C[C@@H](CNC(=O)c2cn[nH]c(=O)c2)CC1=O,19088170_20357820,105,2
0.982,COCc1nc(CNC(=O)c2c[n+](C)ccn2)no1,16944101_6933188,105,2
0.981,O=C(NCC12CC(CO)(CO1)C2)c1cn[nH]c(=O)c1,685939337_20357820,105,2
0.981,O=C(NCc1nc(CO)n[nH]1)[C@@H]1[C@H]2CNC(=O)[C@H]21,521398993_259505376,105,2
0.981,O=C(NCCCn1cnnc1)c1cncc(=O)[nH]1,2598092_22000491,105,2
0.981,COCc1nc(CNC(=O)[C@H]2[C@@H]3COC[C@@H]32)no1,16944101_102237175,105,2
0.981,O=C1C[C@@H](C(=O)NCCN2CCNC(=O)C2)CCN1,22219288_75772201,105,2
0.981,COCc1nc(CNC(=O)C2[C@H]3COC[C@@H]23)no1,16944101_38887530,105,2
0.98,COC(=O)CNC(=O)CNC(=O)c1cc(N)ncn1,2168344_1690820,105,2
0.98,COCc1nc(CNC(=O)C2[C@@H]3COC[C@@H]23)no1,16944101_100008582,105,2
0.98,COCc1nc(CNC(=O)C2[C@H]3COC[C@H]23)no1,16944101_100008578,105,2
0.98,O=C1CC2(CN1)CC(NC(=O)[C@H]1COC[C@@H](O)C1)C2,606301325_104693398,105,2
0.98,CCN1C[C@@H](CNC(=O)c2cncc(=O)[nH]2)CC1=O,19088170_22000491,105,2
0.98,COCc1nc(CNC(=O)[C@@H]2[C@@H]3COC[C@@H]32)no1,16944101_100145351,105,2
0.979,Cn1ncc(CNC(=O)[C@H]2CCNC(=O)C2)cc1=O,211705296_75772201,105,2
0.979,O=C(NCc1cn2cnnc2cn1)c1cc(=O)[nH]cn1,575483426_2164507,105,2
0.978,CN(C)CCNC(=O)CNC(=O)[C@@H]1[C@H]2CNC(=O)[C@H]21,1704465_259505376,105,2
0.978,C[C@@H](NC(=O)c1cn[nH]c(=O)c1)C(=O)NCCCO,36984431_20357820,105,2
0.978,CN(C)CCNC(=O)CNC(=O)c1cc(=O)[nH]cn1,1704465_2164507,105,2
0.977,O=C1CC2(CN1)CC(NC(=O)[C@H]1CNNC(=O)C1)C2,606301325_96029641,105,2
0.977,N#CN1CC[C@@H](CNC(=O)[C@@H]2CNNC(=O)C2)C1,575459497_96029640,105,2
